NR,OGGETTO,VETRINA,DIDASCALIA,STATO_CORRENTE,LINK,OGGETTO_ESISTENTE,NOTE,ACQUISIZIONE_Istituto_responsabile_acquisizione,ACQUISIZIONE_Persone_responsabili_acquisizione,ACQUISIZIONE_Tecnica_di_acquisizione,ACQUISIZIONE_Strumentazione_di_acquisizione,ACQUISIZIONE_Licenza,PROCESSAMENTO_Istituto_responsabile_processamento,PROCESSAMENTO_Persone_responsabili_processamento,PROCESSAMENTO_Strumentazione_di_processamento,PROCESSAMENTO_Tempi_di_processamento_Data_inizio_(specificare_data_mm-dd),PROCESSAMENTO_Tempi_di_processamento_Data_fine_(specificare_data_mm-dd),PROCESSAMENTO_Licenza,MODELLAZIONE_Istituto_responsabile_modellazione,MODELLAZIONE_Persone_responsabili_modellazione,MODELLAZIONE_Strumentazione_di_modellazione,MODELLAZIONE_Tempi_di_modellazione_Data_inizio_(specificare_data_mm-dd),MODELLAZIONE_Tempi_di_modellazione_Data_fine_(specificare_data_mm-dd),MODELLAZIONE_Licenza,OTTIMIZZAZIONE_Istituto_responsabile_ottimizzazione,OTTIMIZZAZIONE_Persone_responsabili_ottimizzazione,OTTIMIZZAZIONE_Strumentazione_di_ottimizzazione,OTTIMIZZAZIONE_Tempi_di_ottimizzazione_Data_inizio_(specificare_data_mm-dd),OTTIMIZZAZIONE_Tempi_di_ottimizzazione_Data_fine_(specificare_data_mm-dd),OTTIMIZZAZIONE_Licenza,ESPORTAZIONE_Istituto_responsabile_esportazione,ESPORTAZIONE_Persone_responsabili_esportazione,ESPORTAZIONE_Strumentazione_di_esportazione,ESPORTAZIONE_Tempi_di_esportazione_Data_inizio_(specificare_data_mm-dd),ESPORTAZIONE_Tempi_di_esportazione_Data_fine_(specificare_data_mm-dd),ESPORTAZIONE_Licenza,METADATAZIONE_Istituto_responsabile_metadatazione,METADATAZIONE_Persone_responsabili_metadatazione,METADATAZIONE_Strumentazione_di_metadatazione,METADATAZIONE_Tempi_di_metadatazione_Data_inizio_(specificare_data_mm-dd),METADATAZIONE_Tempi_di_metadatazione_Data_fine_(specificare_data_mm-dd),METADATAZIONE_Licenza,CARICAMENTO_SU_ATON_Istituto_responsabile_caricamento,CARICAMENTO_SU_ATON_Persone_responsabili_caricamento,CARICAMENTO_SU_ATON_Strumentazione_di_caricamento,CARICAMENTO_SU_ATON_Tempi_di_caricamento_Data_inizio_(specificare_data_mm-dd),CARICAMENTO_SU_ATON_Tempi_di_caricamento_Data_fine_(specificare_data_mm-dd),CARICAMENTO_Licenza,ACQUISIZIONE_Tempi_di_acquisizione_Data_fine_(specificare_data_mm-dd),ACQUISIZIONE_Tempi_di_acquisizione_Data_inizio_(specificare_data_mm-dd),STANZA
vetrina_8_alto_s_3,Pesci,Da,"Lophius piscatorius (Linnaeus, 1758), apparato boccale rana pescatrice ",7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250527-gtdo84l6b,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Unibo Da,Mattia Sullini,Agisoft Metashape,2023-04-30,2024-12-17,,Unibo Da ,Mattia Sullini,Zbrush; Modo; Substance Painter,2025-03-08,2025-03-18,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Da,Mattia Sullini,Zbrush; InstaLOD,2025-05-25,2025-05-27,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Da,Mattia Sullini,Modo; Gestaltor,2025-05-27,2025-05-27,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2025-05-27,2025-05-27,,2023-06-19,2023-06-19,5
vetrina_8_alto_s_3_t,Tavoletta,Dicam,Tavoletta Rana Pescatrice,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250321-gz3490g9m,,"In Realt Noi Abbiamo 13 Modelli Di Matrici Pesci, Ma Nell'excel Ne Vedo 12",Unibo Dicam,Valentina Girelli,Scansione A Proiezione Di Luce Strutturata,Artec Spider,,Unibo Dicam,Anna Forte,Artec Studio 16,2023-06-19,2023-06-19,,Unibo Dicam,Anna Forte,Artec Studio 16,2023-06-20,2023-06-20,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender,2024-08-07,2024-08-07,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-08-07,2024-08-07,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-08-07,2024-08-07,,2023-06-19,2023-06-19,5
vetrina_8_basso,Pesci,Da,"Preparati Zoologici, Pescecane",7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240614-o62wvyqdm,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-06-13,2024-06-13,,Cnr Ispc,Maria Felicia Rega,Blender,2924-06-13,2024-06-13,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender; 3df Zephyr,2024-06-13,2024-06-13,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-06-14,2024-06-14,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-06-14,2024-06-14,,2023-06-19,2023-06-19,5
vetrina_8_basso_2,Pesci,Da Opzionato,"Preparati Zoologici, Pesce Sega",7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240620-3jbobp5qw,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-06-17,2024-06-17,,Cnr Ispc,Maria Felicia Rega,Blender,2024-06-17,2024-06-17,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender; 3df Zephyr,2024-06-17,2024-06-18,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-06-18,2024-06-18,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-06-18,2024-06-18,,2023-06-19,2023-06-19,5
vetrina_8_basso_2_t1,Tavoletta,Dicam,Con Denti Di Pesce Sega,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240704-cnl0tiyeo,,,Unibo Dicam,Valentina Girelli,Scansione A Proiezione Di Luce Strutturata,Artec Spider,,Unibo Dicam,Anna Forte,Artec Studio 16,2023-06-20,2023-06-20,,Unibo Dicam,Anna Forte,Artec Studio 16,2023-06-21,2023-06-21,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender,2024-04-07,2024-04-07,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-04-07,2024-04-07,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-04-07,2024-04-07,,2023-06-19,2023-06-19,5
vetrina_8_basso_2_t2,Tavoletta,Dicam,Con Pesce Sega,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250321-pnk9whv0r,,,Unibo Dicam,Valentina Girelli,Scansione A Proiezione Di Luce Strutturata,Artec Spider,,Unibo Dicam,Anna Forte,Artec Studio 16,2023-06-20,2023-06-20,,Unibo Dicam,Anna Forte,Artec Studio 16,2023-06-21,2023-06-21,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender,2024-04-07,2024-04-07,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-04-07,2024-04-07,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-04-07,2024-04-07,,2023-06-19,2023-06-19,5
vetrina_8_basso_2_t3,Pesci,Da 5-6,Pesce Martello,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240614-ekwd0ddiz,,,Unibo Da,Mattia Sullini,Fotogrammetria,Sony Alpha 7 I,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-30,2024-05-30,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-06,2024-12-06,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender; 3df Zephyr,2024-05-06,2024-12-06,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-06-14,2024-06-14,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-06-14,2024-06-14,,2023-06-19,2023-06-19,5
s_n,Busto Aldrovandi,,Busto Di Ulisse Aldrovandi,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240315-oskog8zoy,,,Unibo Dbc,Federica Collina,Scansione A Proiezione Di Luce Strutturata,Artec Spider,,Unibo Dbc,Federica Collina,Artec Studio 15,2022-08-02,2022-08-02,,Unibo Ficlit,Francesca Fabbri,Blender,2024-03-14,2024-03-14,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender,2024-03-14,2024-03-14,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender,2024-03-14,2024-03-14,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Francesca Fabbri,Nextcloud; Aton,2024-03-14,2024-03-14,,2023-06-19,2023-06-19,5
57,"Volume Aperto, Polpo",,Polpo,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240215-yeghdqxfu,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Unibo Ficlit,Francesca Fabbri,3df Zephyr,2024-02-07,2024-02-07,,Unibo Ficlit,Francesca Fabbri,Blender,2024-02-08,2024-02-13,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender; Adobe Photoshop 2023; 3df Zephyr,2023-02-15,2023-02-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender,2023-02-15,2023-02-15,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Francesca Fabbri,Nextcloud; Aton,2024-01-15,2024-02-15,,2023-06-07,2023-06-07,5
62,"Volume Aperto, Isole Greche",,Isole Della Grecia,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250321-p4zuzc1qq,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Unibo Ficlit,Francesca Fabbri,3df Zephyr,2024-02-14,2024-02-15,,Unibo Ficlit,Francesca Fabbri,Blender,2024-02-20,2024-02-22,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender; Adobe Photoshop 2023; 3df Zephyr,2024-02-24,2024-02-24,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender,2024-02-26,2024-02-26,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Francesca Fabbri,Nextcloud; Aton,2024-02-26,2024-02-26,,2023-06-07,2023-06-07,5
63,"Volume Aperto, Gufo",,Gufo,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250321-c4iz7kvvz,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Unibo Ficlit,Francesca Fabbri,3df Zephyr,2024-10-03,2024-03-11,,Unibo Ficlit,Francesca Fabbri,Blender,2024-03-12,2024-03-14,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender; Adobe Photoshop 2023; 3df Zephyr,2024-03-14,2024-03-14,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender,2024-03-14,2024-03-14,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Francesca Fabbri,Nextcloud; Aton,2024-03-14,2024-03-14,,2023-06-07,2023-06-07,5
64,"Volume Aperto, Polifemo O Frontespizio",,Polifemo,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250321-rr8n4etfz,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Unibo Ficlit,Francesca Fabbri,3df Zephyr,2024-04-02,2024-04-02,,Unibo Ficlit,Francesca Fabbri,Blender,2024-04-03,2024-04-03,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender; Adobe Photoshop 2023; 3df Zephyr,2023-04-04,2024-04-04,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Francesca Fabbri,Blender,2024-03-14,2024-03-14,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Francesca Fabbri,Nextcloud; Aton,2024-03-14,2024-03-14,,2023-05-29,2023-05-29,5
66,"Volume Aperto, Vipera",,Vipera,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250321-t8u464rv2,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Unibo Ficlit,Alice Bordignon,3df Zephyr,2023-11-29,2023-11-29,,Unibo Ficlit,Alice Bordignon,Blender,2024-04-09,2024-04-09,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Instant Meshes; Gimp; Blender; 3df Zephyr,2024-04-09,2024-04-09,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Blender,2024-04-09,2024-04-09,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-04-09,2024-04-09,,2023-05-29,2023-05-29,5
67,"Volume Aperto,",,"Ricostruzione Del Naso, Metodo Italiano",7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240404-lcdezy8pk,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2023-11-30,2023-11-30,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-15,2024-05-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Adobe Photoshop 2023; Blender; 3df Zephyr,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-16,2024-05-16,,2023-06-07,2023-06-07,5
m1,Manoscritto,,Adnotationes Variae Praesertim De Animalibus,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240405-55noeo5mx,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2023-11-30,2023-11-30,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-15,2024-05-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Adobe Photoshop 2023; Blender; 3df Zephyr,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-16,2024-05-16,,2023-05-29,2023-05-29,5
m2,Manoscritto,,Vulgata Proverbia (libro Dei Proverbi),7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240319-x6txk302s,,,Unibo Ficlit,Daniele Spedicati; Stefano Sorrentino,Fotogrammetria,Nikon D7200; Nikkor 50mm,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-03-18,2024-03-18,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-15,2024-05-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Adobe Photoshop 2023; Blender; 3df Zephyr,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-03-19,2024-03-19,,2023-05-29,2023-05-29,5
m3,Manoscritto,,Pandechion Epistemonicon,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240410-2rkzxfplf,,,Unibo Ficlit,Daniele Spedicati; Stefano Sorrentino,Fotogrammetria,Nikon D7200; Nikkor 50mm,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-03-18,2024-03-18,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-15,2024-05-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Adobe Photoshop 2023; Blender; 3df Zephyr,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-16,2024-05-16,,2023-05-29,2023-05-29,5
m4,Manoscritto,,Lexicon Rerum Inanimatarum,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240315-4gbcb0st8,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-03-18,2024-03-18,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-15,2024-05-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Adobe Photoshop 2023; Blender; 3df Zephyr,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-03-15,2024-03-15,,2023-05-29,2023-05-29,5
m5,Manoscritto,,Bibliotheca Secundum Nomina Authorum (catalogo Della Biblioteca),7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240318-rq5cb8h36,,,Unibo Ficlit,Daniele Spedicati; Stefano Sorrentino,Fotogrammetria,Nikon D7200; Nikkor 50mm,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-03-18,2024-03-18,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-15,2024-05-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Adobe Photoshop 2023; Blender; 3df Zephyr,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-03-18,2024-03-18,,2023-05-29,2023-05-29,5
m6,Manoscritto,,Theatrum Biblicum Naturale,7 - Caricato su Aton,https://aton.ispc.cnr.it/s/aldrovandi/20250321-8cs70mw2v,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-15,2024-05-15,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-15,2024-05-15,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender; 3df Zephyr,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-16,2024-05-16,,2023-05-29,2023-05-29,5
m7,Manoscritto,,Libro Dei Visitatori,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240516-pqgx3pahc,,,Unibo Ficlit,Daniele Spedicati; Stefano Sorrentino,Fotogrammetria,Nikon D7200; Nikkor 50mm,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-16,2024-05-16,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender; 3df Zephyr,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Cnr Ispc,Maria Felicia Rega,Nextcloud; Aton,2024-05-16,2024-05-16,,2023-05-29,2023-05-29,5
m8,Manoscritto,,Discorso Naturale Di Ulisse Aldrovandi Philosopho Et Medico,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240315-lvga425gg,,,Unibo Ficlit,Alice Bordignon,Fotogrammetria,Panasonic Dmc-lx100,,Cnr Ispc,Maria Felicia Rega,3df Zephyr,2024-05-16,2024-05-16,,Cnr Ispc,Maria Felicia Rega,Blender,2024-05-16,2024-05-16,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Instant Meshes; Gimp; Blender; 3df Zephyr,2024-05-17,2024-05-18,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Cnr Ispc,Maria Felicia Rega,Blender,2024-05-17,2024-05-17,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-03-15,2024-03-15,,2023-05-29,2023-05-29,5
22,Volume Piante Medicinali,,Dioscorides Pedanius,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20240221-d9wl2801b,,Immagini Bub In Sharepoint,Cnr Ispc,Federica Bonifazi,Fotogrammetria,Nikon D7200; Nikkor 50mm,,Unibo Ficlit,Alice Bordignon,3df Zephyr,2024-02-12,2024-02-12,,Unibo Ficlit,Alice Bordignon,Blender,2024-02-20,20/02/2024,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Instant Meshes; 3df Zephyr; Gimp,2024-02-20,2024-02-21,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Blender,2024-02-21,2024-02-21,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2024-02-21,2024-02-21,,2023-04-03,2023-04-03,2
24,Mappa Orto Botanico Padova,,Mappa Dellorto Botanico Di Padova,7 - Caricato su Aton,Https://aton.ispc.cnr.it/s/aldrovandi/20231009-a3dpkuf52,,,Cnr Ispc,Federica Bonifazi,Fotogrammetria,Nikon D7200; Nikkor 50mm,,Cnr Ispc,Federica Bonifazi,3df Zephyr,2023-05-03,2023-05-05,,Unibo Ficlit,Alice Bordignon,Blender,2023-10-06,2023-10-09,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Instant Meshes; 3df Zephyr; Gimp,2023-10-09,2023-10-09,CC0 [https://creativecommons.org/publicdomain/zero/1.0/],Unibo Ficlit,Alice Bordignon,Blender,2023-10-09,2023-10-09,,Unibo Dbc; Unibo Ficlit,Sebastian Barzaghi; Arianna Moretti; Arcangelo Massari,CHAD-AP; Morph-KGC; Heritrace,2025-03-24,2025-03-25,,Unibo Ficlit,Alice Bordignon,Nextcloud; Aton,2023-10-09,2023-10-09,,2023-04-17,2023-04-17,2
